name : intro (w rook1e)
littleName : Intro
path : songs/foundation_pack/intro (w rook1e).mp3
cover : images/start/songs/intro (w rook1e).jpg
author : None 
noteDesigner : Time_emit
    (3, 3.608)
    (0, 3.791)
    (1, 4.194)
    (3, 5.388)
    (1, 5.921)
    (0, 6.453)
    (2, 7.604)
    (1, 8.699)
    (0, 9.258)
    (3, 9.807)
    (2, 10.413)
    (1, 11.001)
    (3, 12.119)
    (0, 12.677)
    (1, 13.312)
    (2, 14.377)
    (0, 14.947)
    (1, 15.52)
    (2, 16.624)
    (1, 17.725)
    (0, 18.238)
    (3, 18.764)
    (2, 19.339)
    (1, 19.994)
    (3, 21.058)
    (0, 21.694)
    (2, 22.309)
    (2, 23.367)
    (1, 23.926)
    (0, 24.484)
    (2, 25.054)
    (3, 25.622)
    (1, 26.19)
    (2, 26.794)
    (0, 27.346)
    (2, 27.866)
    (1, 28.444)
    (0, 28.996)
    (3, 30.031)
    (2, 30.671)
    (0, 31.212)
    (2, 32.333)
    (1, 32.879)
    (0, 33.495)
    (2, 34.592)
    (1, 35.735)
    (0, 36.285)
    (3, 36.866)
    (2, 37.446)
    (1, 38.095)
    (0, 40.264)
    (3, 41.345)
    (1, 41.896)
    (0, 42.424)
    (2, 43.631)
    (1, 44.686)
    (0, 45.251)
    (3, 45.834)
    (2, 46.383)
    (0, 46.96)
    (3, 48.117)
    (2, 48.732)
    (0, 49.273)
    (2, 50.358)
    (1, 50.899)
    (0, 51.46)
    (2, 52.589)
    (1, 53.678)
    (0, 54.285)
    (3, 54.869)
    (2, 55.486)
    (3, 56.032)
    (2, 57.23)
    (1, 57.76)
    (0, 58.356)
    (3, 59.379)
    (1, 59.904)
    (0, 60.466)
    (2, 61.061)
    (0, 61.619)
    (3, 62.212)
    (3, 62.728)
    (1, 63.281)
    (3, 63.816)
    (1, 64.387)
    (0, 64.94)
    (3, 66.106)
    (0, 66.665)
    (1, 67.177)
    (2, 68.346)
    (1, 68.855)
    (0, 69.41)
    (3, 70.581)
    (0, 71.759)
    (1, 72.301)
    (0, 72.928)
    (3, 73.486)
    (2, 73.997)
