name : KING
littleName : KING
path : songs/foundation_pack/KING.mp3
cover : images/start/songs/KING.jpg
author : None
noteDesigner : None
    (3, 0.368)
    (0, 0.708)
    (0, 0.882)
    (0, 1.065)
    (2, 1.263)
    (0, 1.445)
    (2, 1.654)
    (0, 1.839)
    (0, 1.99)
    (0, 2.165)
    (2, 2.339)
    (0, 2.546)
    (3, 3.207)
    (1, 3.592)
    (0, 3.738)
    (2, 3.911)
    (0, 4.066)
    (3, 4.196)
    (0, 4.349)
    (1, 4.53)
    (2, 4.713)
    (0, 4.872)
    (0, 5.033)
    (0, 5.175)
    (1, 5.354)
    (2, 5.728)
    (3, 6.097)
    (1, 6.437)
    (0, 6.588)
    (2, 6.754)
    (0, 6.928)
    (3, 7.09)
    (0, 7.229)
    (1, 7.407)
    (2, 7.605)
    (0, 7.779)
    (3, 7.935)
    (0, 8.105)
    (0, 8.292)
    (1, 9.018)
    (0, 9.387)
    (3, 9.559)
    (2, 9.747)
    (1, 9.9)
    (0, 10.08)
    (3, 10.256)
    (2, 10.429)
    (1, 10.581)
    (0, 10.778)
    (3, 10.937)
    (2, 11.078)
    (1, 11.278)
    (0, 11.612)
    (0, 11.976)
    (1, 12.293)
    (2, 12.459)
    (3, 12.634)
    (0, 12.791)
    (1, 12.988)
    (2, 13.18)
    (3, 13.349)
    (0, 13.51)
    (1, 13.716)
    (2, 13.875)
    (3, 14.072)
    (0, 14.791)
    (2, 15.348)
    (0, 15.508)
    (3, 16.059)
    (2, 16.34)
    (0, 16.487)
    (1, 16.863)
    (2, 17.238)
    (0, 17.656)
    (2, 17.981)
    (0, 18.185)
    (2, 18.364)
    (3, 18.758)
    (2, 18.944)
    (2, 19.297)
    (1, 19.49)
    (0, 19.789)
    (0, 20.25)
    (3, 20.573)
    (0, 21.184)
    (1, 21.394)
    (2, 21.828)
    (3, 22.237)
    (2, 22.388)
    (1, 22.74)
    (0, 23.119)
    (2, 23.442)
    (0, 23.831)
    (3, 24.038)
    (1, 24.598)
    (2, 24.77)
    (3, 25.156)
    (0, 25.283)
    (2, 25.636)
    (1, 26.58)
    (0, 26.74)
    (3, 26.903)
    (2, 27.043)
    (2, 27.222)
    (2, 27.377)
    (1, 27.522)
    (2, 27.726)
    (3, 27.908)
    (0, 28.066)
    (3, 28.26)
    (2, 28.433)
    (1, 28.62)
    (0, 28.915)
    (3, 29.151)
    (2, 29.501)
    (1, 29.642)
    (2, 29.809)
    (3, 29.982)
    (0, 30.158)
    (3, 30.366)
    (2, 30.543)
    (3, 30.686)
    (2, 30.867)
    (2, 31.045)
    (1, 31.21)
    (2, 31.378)
    (2, 31.514)
    (0, 31.768)
    (3, 32.009)
    (2, 32.336)
    (1, 32.502)
    (2, 32.674)
    (3, 32.814)
    (0, 32.982)
    (3, 33.152)
    (2, 33.32)
    (1, 33.497)
    (2, 33.673)
    (3, 33.868)
    (0, 34.047)
    (3, 34.22)
    (2, 34.394)
    (1, 34.671)
    (0, 34.904)
    (0, 35.303)
    (2, 35.506)
    (0, 35.653)
    (3, 35.833)
    (0, 36.005)
    (1, 36.175)
    (2, 36.378)
    (1, 36.55)
    (0, 36.918)
    (3, 37.277)
    (1, 37.581)
    (0, 37.943)
    (2, 39.463)
    (2, 39.77)
    (0, 40.154)
    (1, 41.229)
    (0, 41.404)
    (3, 41.571)
    (2, 41.743)
    (2, 41.888)
    (1, 42.057)
    (2, 42.211)
    (3, 42.363)
    (0, 42.549)
    (3, 42.723)
    (2, 42.882)
    (1, 43.061)
    (0, 43.387)
    (3, 43.613)
    (2, 44.103)
    (1, 44.296)
    (2, 44.469)
    (3, 44.646)
    (0, 44.838)
    (3, 45.0)
    (2, 45.193)
    (1, 45.373)
    (2, 45.568)
    (3, 45.748)
    (0, 45.941)
    (3, 46.117)
    (2, 46.29)
    (0, 46.476)
    (1, 47.003)
    (2, 47.197)
    (3, 47.391)
    (0, 47.574)
    (3, 47.723)
    (2, 47.932)
    (1, 48.116)
    (2, 48.289)
    (3, 48.428)
    (0, 48.64)
    (3, 48.815)
    (2, 49.126)
    (1, 49.349)
    (0, 49.903)
    (2, 50.093)
    (0, 50.279)
    (3, 50.416)
    (0, 50.614)
    (1, 50.762)
    (2, 50.915)
    (2, 51.316)
    (0, 51.702)
    (2, 52.042)
    (1, 52.409)
    (2, 52.794)
    (1, 53.193)
    (3, 53.563)
