name : 缶ビール
littleName : 罐装啤酒
path : songs/foundation_pack/缶ビール.mp3
cover : images/start/songs/缶ビール.jpg
author : None 
noteDesigner : Time_emit
    (3, 0.579)
    (1, 0.975)
    (0, 1.257)
    (3, 1.919)
    (1, 2.557)
    (0, 3.102)
    (3, 3.358)
    (2, 4.176)
    (3, 4.745)
    (2, 5.293)
    (1, 5.56)
    (2, 6.391)
    (0, 7.008)
    (0, 7.508)
    (0, 8.039)
    (1, 9.182)
    (0, 9.473)
    (3, 9.751)
    (0, 10.024)
    (3, 10.192)
    (0, 10.348)
    (3, 10.614)
    (1, 10.76)
    (0, 11.154)
    (3, 11.3)
    (0, 11.656)
    (1, 11.78)
    (2, 11.973)
    (2, 12.269)
    (1, 12.396)
    (0, 12.717)
    (3, 12.843)
    (0, 13.124)
    (1, 13.489)
    (2, 13.622)
    (2, 13.934)
    (3, 14.062)
    (0, 14.254)
    (3, 14.38)
    (2, 14.531)
    (3, 14.77)
    (0, 15.34)
    (3, 15.511)
    (0, 15.795)
    (1, 15.902)
    (2, 16.178)
    (1, 16.342)
    (2, 16.448)
    (3, 16.804)
    (0, 16.951)
    (3, 17.516)
    (1, 18.097)
    (0, 18.379)
    (3, 18.562)
    (0, 18.709)
    (1, 19.007)
    (2, 19.125)
    (2, 19.7)
    (1, 19.861)
    (2, 20.116)
    (3, 20.379)
    (0, 20.485)
    (3, 20.694)
    (2, 20.866)
    (2, 21.218)
    (3, 21.326)
    (2, 21.603)
    (1, 22.05)
    (2, 22.222)
    (3, 22.35)
    (0, 22.634)
    (3, 22.759)
    (0, 22.927)
    (3, 23.096)
    (0, 23.245)
    (0, 23.489)
    (1, 23.627)
    (0, 23.752)
    (0, 24.298)
    (3, 24.637)
    (0, 24.833)
    (3, 25.109)
    (0, 25.389)
    (3, 25.642)
    (1, 25.951)
    (0, 26.999)
    (3, 27.294)
    (2, 27.568)
    (3, 27.852)
    (1, 28.133)
    (3, 29.0)
    (0, 29.266)
    (3, 29.643)
    (3, 29.855)
    (2, 30.089)
    (1, 30.39)
    (3, 30.937)
    (0, 31.062)
    (3, 31.188)
    (2, 31.346)
    (1, 31.497)
    (2, 31.728)
    (3, 31.853)
    (0, 32.0)
    (1, 32.285)
    (0, 34.282)
    (3, 34.386)
    (0, 34.637)
    (1, 35.063)
    (0, 35.211)
    (3, 35.83)
    (0, 36.091)
    (3, 36.411)
    (2, 36.728)
    (1, 36.848)
    (0, 37.186)
    (3, 37.568)
    (2, 37.755)
    (3, 37.909)
    (2, 38.166)
    (3, 38.319)
    (0, 38.448)
    (3, 38.77)
    (2, 39.005)
    (1, 39.102)
    (0, 39.428)
    (3, 40.179)
    (0, 40.373)
    (1, 40.499)
    (0, 40.71)
    (3, 40.95)
    (0, 41.079)
    (3, 41.254)
    (0, 41.363)
    (1, 41.767)
    (2, 42.326)
    (3, 42.578)
    (0, 42.834)
    (3, 43.11)
    (2, 43.373)
    (1, 43.628)
    (0, 44.054)
    (1, 44.162)
    (0, 44.53)
    (3, 44.681)
    (0, 44.787)
    (0, 46.824)
    (3, 47.036)
    (0, 47.297)
    (3, 47.614)
    (0, 47.746)
    (1, 47.965)
    (0, 48.625)
    (3, 49.267)
    (0, 49.575)
    (3, 49.725)
    (0, 53.935)
    (3, 54.521)
    (1, 55.251)
    (2, 55.722)
    (3, 56.469)
    (0, 56.685)
    (1, 57.373)
    (0, 58.026)
    (3, 58.52)
    (0, 58.837)
    (1, 59.636)
    (0, 60.26)
    (3, 60.842)
    (1, 61.386)
    (0, 62.552)
    (1, 62.784)
    (0, 63.09)
    (3, 63.354)
    (0, 63.534)
    (1, 63.686)
    (0, 63.957)
    (3, 64.089)
    (0, 64.219)
    (1, 64.577)
    (0, 64.753)
    (3, 65.057)
    (0, 65.188)
    (1, 65.488)
    (3, 65.738)
    (0, 66.1)
    (1, 66.417)
    (2, 67.0)
    (3, 67.252)
    (0, 67.491)
    (3, 67.637)
    (2, 67.857)
    (1, 67.986)
    (2, 68.203)
    (3, 68.434)
    (0, 68.577)
    (3, 68.818)
    (2, 68.913)
    (2, 69.191)
    (3, 69.319)
    (0, 69.579)
