name : 失波
littleName : Lost Frequencis
path : songs/foundation_pack/Lost_Frequencis.mp3
cover : images/start/songs/shib.jpg
author : None 
noteDesigner : Time_emit
    (1, 1.046)
    (0, 2.143)
    (3, 2.829)
    (1, 3.175)
    (0, 3.593)
    (3, 3.952)
    (1, 5.305)
    (0, 5.9)
    (1, 6.242)
    (0, 6.6)
    (3, 6.909)
    (1, 8.081)
    (2, 8.927)
    (1, 9.277)
    (0, 9.619)
    (3, 9.925)
    (1, 10.644)
    (3, 11.26)
    (0, 11.569)
    (2, 11.859)
    (1, 12.207)
    (2, 12.613)
    (3, 12.939)
    (1, 14.328)
    (3, 14.887)
    (1, 15.178)
    (0, 15.518)
    (3, 15.897)
    (1, 17.069)
    (3, 17.834)
    (1, 18.16)
    (0, 18.509)
    (3, 18.878)
    (1, 20.028)
    (2, 20.911)
    (1, 21.191)
    (0, 21.554)
    (3, 21.892)
    (2, 22.623)
    (1, 23.095)
    (2, 23.5)
    (3, 23.856)
    (1, 24.234)
    (0, 24.567)
    (3, 24.919)
    (2, 25.314)
    (1, 25.528)
    (2, 26.03)
    (3, 26.483)
    (1, 26.833)
    (0, 27.225)
    (3, 27.572)
    (2, 27.974)
    (1, 28.334)
    (0, 28.533)
    (3, 29.065)
    (2, 29.464)
    (1, 29.8)
    (2, 30.194)
    (1, 30.549)
    (3, 30.946)
    (0, 31.345)
    (1, 31.541)
    (2, 32.017)
    (3, 32.457)
    (1, 33.159)
    (0, 33.594)
    (3, 33.926)
    (2, 34.51)
    (1, 35.052)
    (2, 35.43)
    (3, 35.848)
    (1, 36.242)
    (2, 36.637)
    (3, 36.993)
    (2, 37.377)
    (1, 37.553)
    (2, 38.072)
    (3, 38.499)
    (2, 38.864)
    (1, 39.201)
    (0, 39.621)
    (3, 39.967)
    (2, 40.367)
    (1, 40.542)
    (0, 41.136)
    (3, 41.506)
    (2, 41.832)
    (1, 42.204)
    (0, 42.587)
    (3, 42.971)
    (2, 43.332)
    (1, 43.501)
    (0, 43.951)
    (3, 44.37)
    (1, 45.105)
    (0, 45.493)
    (3, 45.854)
    (2, 46.446)
    (1, 46.925)
    (2, 47.354)
    (1, 48.222)
    (0, 48.452)
    (3, 48.614)
    (1, 48.807)
    (0, 49.002)
    (3, 49.195)
    (1, 49.363)
    (0, 49.573)
    (3, 49.742)
    (1, 49.938)
    (0, 50.178)
    (3, 50.32)
    (1, 50.51)
    (0, 50.726)
    (3, 50.891)
    (2, 51.092)
    (1, 51.28)
    (0, 51.472)
