name : name
littleName : littleName
path : songs/foundation_pack/his_theme.mp3
cover : images/start/songs/his_theme.jpg
author : None
noteDesigner : None
    (3, 9.184)
    (0, 9.266)
    (1, 9.377)
    (2, 9.462)
    (3, 9.528)
    (0, 9.648)
    (2, 9.826)
    (1, 9.842)
    (3, 9.889)
    (0, 10.01)
    (1, 10.074)
    (2, 10.167)
    (3, 10.253)
    (0, 10.336)
    (1, 10.422)
    (2, 10.533)
    (3, 10.635)
    (0, 10.7)
    (1, 10.769)
    (2, 10.871)
    (3, 10.956)
    (0, 11.03)
    (1, 11.111)
    (2, 11.211)
    (3, 11.314)
    (0, 11.405)
    (1, 11.508)
    (2, 11.59)
    (3, 11.657)
    (0, 11.74)
    (1, 11.833)
    (2, 11.917)
    (3, 11.983)
    (0, 12.102)
    (1, 12.187)
    (2, 12.262)
    (3, 12.336)
    (0, 12.409)
    (1, 12.51)
    (2, 12.611)
    (3, 12.695)
    (0, 12.788)
    (1, 12.853)
    (2, 12.953)
    (0, 13.12)
    (3, 13.128)
    (1, 13.185)
    (2, 13.276)
    (3, 13.34)
    (1, 13.426)
    (2, 13.508)
    (3, 13.573)
    (2, 13.655)
    (1, 13.677)
    (3, 13.849)
    (0, 13.95)
    (2, 13.986)
    (3, 14.059)
    (0, 14.142)
    (3, 14.226)
    (0, 14.271)
    (3, 14.355)
    (0, 14.478)
    (3, 14.542)
    (0, 14.562)
    (3, 14.655)
    (2, 14.855)
    (1, 14.893)
    (2, 14.994)
    (3, 15.072)
    (0, 15.171)
    (3, 15.284)
    (2, 15.352)
    (1, 15.456)
    (3, 15.593)
    (0, 15.656)
    (3, 15.782)
    (0, 14.822)
    (3, 14.967)
    (2, 15.044)
    (1, 15.128)
    (0, 15.251)
    (3, 15.318)
    (0, 14.057)
    (3, 14.133)
    (2, 14.267)
    (1, 14.313)
    (0, 14.47)
    (3, 14.542)
    (2, 14.788)
    (1, 14.947)
    (0, 15.103)
    (3, 15.157)
    (0, 15.241)
    (1, 15.325)
    (3, 15.494)
    (0, 15.575)
    (1, 15.65)
    (3, 15.859)
    (2, 15.886)
    (1, 15.977)
    (3, 16.062)
    (0, 16.126)
