name : 钢琴
littleName : The Piano
path : songs/foundation_pack/The_Piano.mp3
cover : images/start/songs/The_Piano.png
author : None 
noteDesigner : Time_emit
    (1, 1.396)
    (0, 1.62)
    (3, 1.846)
    (1, 2.12)
    (0, 2.404)
    (3, 2.709)
    (1, 3.031)
    (0, 3.327)
    (1, 3.679)
    (0, 3.976)
    (3, 4.272)
    (1, 4.593)
    (0, 4.918)
    (3, 5.236)
    (1, 5.536)
    (0, 5.834)
    (3, 6.559)
    (0, 6.842)
    (1, 7.155)
    (3, 7.786)
    (0, 8.4)
    (3, 9.106)
    (0, 9.406)
    (1, 9.671)
    (2, 9.996)
    (1, 10.326)
    (0, 10.655)
    (3, 10.985)
    (1, 11.307)
    (0, 11.613)
    (3, 11.918)
    (1, 12.24)
    (0, 12.562)
    (3, 12.84)
    (1, 13.155)
    (0, 13.498)
    (1, 13.813)
    (0, 14.134)
    (3, 14.457)
    (1, 14.769)
    (0, 15.075)
    (3, 15.414)
    (1, 15.733)
    (0, 16.032)
    (3, 16.679)
    (2, 16.965)
    (1, 17.247)
    (3, 17.871)
    (1, 18.531)
    (3, 19.302)
    (2, 19.602)
    (1, 19.922)
    (2, 20.23)
    (1, 20.531)
    (0, 20.879)
    (3, 21.267)
    (1, 22.871)
    (0, 23.326)
    (3, 23.625)
    (1, 23.927)
    (0, 24.198)
    (3, 24.495)
    (1, 24.825)
    (0, 25.134)
    (1, 25.468)
    (0, 25.811)
    (3, 26.13)
    (1, 26.453)
    (0, 26.757)
    (3, 27.092)
    (1, 27.413)
    (3, 27.742)
    (3, 28.342)
    (2, 28.638)
    (1, 28.96)
    (3, 29.623)
    (1, 30.244)
    (3, 30.904)
    (2, 31.18)
    (1, 31.476)
    (2, 31.755)
    (1, 32.081)
    (0, 32.407)
    (3, 32.727)
    (1, 33.042)
    (0, 33.366)
    (3, 33.673)
    (1, 33.966)
    (0, 34.267)
    (3, 34.612)
    (1, 34.913)
    (0, 35.22)
    (1, 35.542)
    (0, 35.863)
    (3, 36.168)
    (1, 36.479)
    (0, 36.799)
    (3, 37.13)
    (1, 37.443)
    (0, 37.745)
    (3, 38.49)
    (0, 38.765)
    (1, 39.093)
    (3, 39.64)
    (1, 40.231)
    (3, 40.92)
    (2, 41.222)
    (1, 41.512)
    (2, 41.842)
    (1, 42.163)
    (0, 42.485)
    (3, 42.783)
    (1, 43.092)
    (0, 43.424)
    (3, 43.718)
    (1, 44.03)
    (0, 44.348)
    (3, 44.686)
    (1, 44.988)
    (0, 45.315)
    (1, 45.663)
    (0, 45.962)
    (3, 46.259)
    (1, 46.56)
    (0, 46.86)
    (3, 47.222)
    (1, 47.563)
    (0, 47.859)
    (3, 48.491)
    (0, 48.771)
    (1, 49.077)
    (3, 49.752)
    (0, 50.318)
    (3, 51.062)
    (2, 51.369)
    (1, 51.65)
    (2, 52.008)
    (1, 52.315)
    (0, 52.623)
    (3, 52.922)
    (1, 53.248)
    (0, 53.532)
    (3, 53.84)
    (1, 54.152)
    (0, 54.471)
    (3, 54.783)
    (1, 55.135)
    (0, 55.445)
    (1, 55.726)
    (0, 56.039)
    (3, 56.352)
    (1, 56.682)
    (0, 56.995)
    (3, 57.328)
    (1, 57.653)
    (0, 57.954)
    (3, 58.615)
    (2, 58.948)
    (1, 59.195)
    (3, 59.861)
    (1, 60.505)
    (3, 61.154)
    (2, 61.435)
    (1, 61.697)
    (0, 62.055)
    (1, 62.365)
    (0, 62.701)
    (3, 62.985)
