name : 桜流し
littleName : 樱花流
path : songs/foundation_pack/桜流し.mp3
cover : images/start/songs/桜流し.jpg
author : None 
noteDesigner : Time_emit
    (3, 2.211)
    (1, 2.542)
    (1, 3.018)
    (3, 3.506)
    (1, 3.996)
    (3, 4.685)
    (2, 4.942)
    (1, 5.179)
    (2, 5.406)
    (3, 5.638)
    (2, 5.87)
    (2, 6.621)
    (3, 6.864)
    (2, 7.596)
    (1, 7.783)
    (3, 9.807)
    (0, 10.236)
    (0, 10.691)
    (3, 11.17)
    (2, 11.62)
    (1, 12.36)
    (0, 12.587)
    (3, 12.833)
    (2, 13.079)
    (1, 13.314)
    (2, 13.563)
    (2, 14.651)
    (3, 14.858)
    (2, 15.285)
    (1, 15.476)
    (3, 17.39)
    (1, 17.833)
    (1, 18.362)
    (3, 18.798)
    (1, 19.237)
    (3, 20.002)
    (2, 20.252)
    (1, 20.468)
    (2, 20.748)
    (3, 20.985)
    (2, 21.219)
    (2, 21.981)
    (3, 22.234)
    (2, 22.981)
    (1, 23.187)
    (3, 25.05)
    (2, 25.475)
    (2, 25.989)
    (3, 26.467)
    (0, 26.976)
    (1, 27.718)
    (0, 27.967)
    (3, 28.176)
    (2, 28.406)
    (1, 28.653)
    (0, 28.965)
    (0, 30.168)
    (3, 30.39)
    (0, 30.652)
    (3, 30.884)
    (3, 32.77)
    (1, 33.238)
    (1, 33.717)
    (2, 34.193)
    (1, 34.698)
    (2, 35.453)
    (1, 35.667)
    (0, 35.92)
    (1, 36.149)
    (3, 36.381)
    (2, 36.629)
    (2, 37.43)
    (3, 37.596)
    (2, 37.843)
    (3, 38.05)
    (2, 38.303)
    (1, 38.534)
    (3, 40.463)
    (2, 40.954)
    (2, 41.39)
    (3, 41.869)
    (2, 42.393)
    (1, 43.091)
    (2, 43.342)
    (3, 43.559)
    (0, 43.81)
    (3, 44.057)
    (2, 44.311)
    (1, 45.01)
    (3, 45.239)
    (2, 45.947)
    (1, 46.187)
    (2, 47.159)
    (3, 47.628)
    (3, 48.175)
    (1, 48.629)
    (1, 49.087)
    (2, 49.578)
    (1, 49.81)
    (0, 50.053)
    (3, 50.756)
    (0, 50.995)
    (1, 51.22)
    (2, 51.498)
    (3, 51.713)
    (2, 51.986)
    (2, 52.698)
    (3, 52.955)
    (2, 53.66)
    (1, 53.86)
    (1, 54.757)
    (0, 55.283)
    (3, 55.877)
    (2, 56.323)
    (2, 56.746)
    (3, 57.199)
    (0, 57.688)
    (1, 58.375)
    (0, 58.644)
    (3, 58.86)
    (2, 59.129)
    (1, 59.401)
    (2, 59.668)
    (2, 60.904)
    (3, 61.157)
    (2, 61.414)
    (0, 61.631)
    (3, 63.481)
    (1, 63.904)
    (1, 64.389)
    (2, 64.915)
    (1, 65.363)
    (2, 66.134)
    (1, 66.375)
    (0, 66.642)
    (1, 66.954)
    (2, 67.134)
    (1, 67.383)
    (0, 68.128)
    (3, 68.32)
    (0, 69.015)
    (1, 69.233)
    (3, 71.08)
    (2, 71.607)
    (2, 72.1)
    (3, 72.595)
    (0, 73.036)
    (1, 73.746)
    (0, 74.015)
    (3, 74.243)
    (2, 74.48)
    (1, 74.809)
    (0, 75.417)
